cycle,time_s,current_A,voltage_V,temperature_C,capacity_Ah,SoC,SoH,SoP,cycle_capacity_Ah
2,0.0,-0.004901589207462691,4.191491807505295,24.330033885570543,1.8564874208181574,0.9282437104090787,0.9282437104090787,-0.002910193798926949,1.8564874208181574
4,0.0,2.125117981080765e-05,4.189773213846608,24.697751935729325,1.846327249719927,0.9231636248599635,0.9231636248599635,1.2585463107305595e-05,1.846327249719927
6,0.0,-0.0017540301662326099,4.188186735991303,24.734266163954402,1.8353491942234077,0.9176745971117038,0.9176745971117038,-0.0010365055928303127,1.8353491942234077
8,0.0,-0.0027750361294468047,4.188461118855572,24.65423646922845,1.8352625275821128,0.9176312637910564,0.9176312637910564,-0.0016399867509800535,1.8352625275821128
10,0.0,-0.007980866803888688,4.188298524761055,24.524796959348127,1.8346455082120419,0.9173227541060209,0.9173227541060209,-0.004718099048683817,1.8346455082120419
12,0.0,-0.005055568294146982,4.188815807948604,24.522297376927863,1.8356616600675495,0.9178308300337747,0.9178308300337747,-0.002989952373263968,1.8356616600675495
14,0.0,-0.002633435144531069,4.18839163793879,24.58487828579781,1.8351461429226603,0.9175730714613302,0.9175730714613302,-0.001557438536045102,1.8351461429226603
16,0.0,0.002227616056915605,4.188927891511958,24.713628799279793,1.8257567905665537,0.9128783952832769,0.9128783952832769,0.0013127424118829561,1.8257567905665537
18,0.0,-0.0021960382833998496,4.189029250882121,24.635211633324694,1.8247738529891333,0.9123869264945667,0.9123869264945667,-0.0012946010909159246,1.8247738529891333
20,0.0,-0.005976012336206865,4.189223427076418,24.572057664095553,1.824613268496936,0.912306634248468,0.912306634248468,-0.003524838149221408,1.824613268496936
22,0.0,-0.003522581481040198,4.188916055911241,24.43671599422777,1.8246195526864504,0.9123097763432252,0.9123097763432252,-0.0020786958067829505,1.8246195526864504
25,0.0,-0.0007535800248102744,4.189876247266316,24.7443285138996,1.8142019357673917,0.9071009678836959,0.9071009678836959,-0.00044348604086083467,1.8142019357673917
27,0.0,0.0018583785527610795,4.189286794768804,24.736639099532358,1.8137521577549054,0.9068760788774527,0.9068760788774527,0.0010940277371753514,1.8137521577549054
29,0.0,-0.001041498744767703,4.188837765892728,24.44798340505406,1.8134404914735822,0.9067202457367911,0.9067202457367911,-0.0006134767825256675,1.8134404914735822
31,0.0,-0.002412047466484661,4.189110301768517,24.47211924021532,1.8025980036306504,0.9012990018153252,0.9012990018153252,-0.0014180537386358708,1.8025980036306504
33,0.0,0.0025385113330863318,4.18921207304098,24.325417128823222,1.80210690024615,0.901053450123075,0.901053450123075,0.0014929812053672967,1.80210690024615
35,0.0,-0.00012207956710486506,4.188899969428112,24.3625933569109,1.802579500826209,0.9012897504131046,0.9012897504131046,-7.181600645261739e-05,1.802579500826209
37,0.0,-0.004310745751772861,4.188779799856791,24.382419922756025,1.8030683142834096,0.9015341571417048,0.9015341571417048,-0.00253669028960228,1.8030683142834096
39,0.0,-0.0013923121351757206,4.189272591516219,24.361449262276754,1.8027776247196041,0.9013888123598021,0.9013888123598021,-0.0008196965559558714,1.8027776247196041
42,0.0,-0.00360426188437657,4.187614060563439,24.558714742953534,1.8470259949329193,0.9235129974664597,0.9235129974664597,-0.002124591540051995,1.8470259949329193
46,0.0,-0.0033381888932268954,4.1876287811083985,24.92210633449132,1.847417311283644,0.923708655641822,0.923708655641822,-0.001967464160580661,1.847417311283644
50,0.0,-0.0014962307447162302,4.187447226312926,24.56596639952811,1.8361774213478947,0.9180887106739474,0.9180887106739474,-0.0008807632961554709,1.8361774213478947
54,0.0,-0.003802729417036472,4.187344026387161,24.21658146702539,1.8257807475776242,0.9128903737888121,0.9128903737888121,-0.0022355382121804035,1.8257807475776242
58,0.0,0.0013678911872666004,4.187438187636325,24.054990657817566,1.8251136435078368,0.9125568217539184,0.9125568217539184,0.0008052553575014905,1.8251136435078368
62,0.0,-0.004545201520133653,4.18774138117799,24.028778234327,1.8255815042203762,0.9127907521101881,0.9127907521101881,-0.0026743286025716,1.8255815042203762
66,0.0,-0.0037058225959767316,4.188261122540052,23.93841461307264,1.8140311275083907,0.9070155637541953,0.9070155637541953,-0.0021773994621080055,1.8140311275083907
70,0.0,-0.0010441513886458214,4.187338767288234,23.811534187517502,1.8147691941158939,0.9073845970579469,0.9073845970579469,-0.0006141462875032334,1.8147691941158939
74,0.0,-0.0003129824916891624,4.187560306288175,23.754765330883426,1.813969388710352,0.906984694355176,0.906984694355176,-0.00018424156737494653,1.813969388710352
78,0.0,0.001590776584272406,4.18805176248713,23.79768342466196,1.802765665167823,0.9013828325839115,0.9013828325839115,0.0009350687517837002,1.802765665167823
82,0.0,-0.000675583650671011,4.187667484260542,23.801300986918452,1.804077040117352,0.902038520058676,0.902038520058676,-0.00039744420307957936,1.804077040117352
86,0.0,-5.4218711933377765e-05,4.2010701773378685,23.78129749955371,1.8518025516704486,0.9259012758352243,0.9259012758352243,-3.2015233571471386e-05,1.8518025516704486
90,0.0,-0.0008182048183192659,4.1996223345495824,24.204043411413554,1.8307038456739428,0.9153519228369714,0.9153519228369714,-0.00048235203335686444,1.8307038456739428
94,0.0,-0.001754467919353558,4.199853323702163,24.0063252333915,1.8199041089501267,0.9099520544750633,0.9099520544750633,-0.0010343918103621684,1.8199041089501267
98,0.0,-0.0017550171720923163,4.199103467081427,23.53999092882516,1.8093079637028517,0.9046539818514259,0.9046539818514259,-0.0010351202349844083,1.8093079637028517
102,0.0,-0.0018238289497230027,4.199998536865001,23.566095747572557,1.80460990458052,0.90230495229026,0.90230495229026,-0.001076581454641977,1.80460990458052
106,0.0,-0.00023676989307990542,4.19967522099872,23.978912001702884,1.7993770651972192,0.8996885325986096,0.8996885325986096,-0.00013966766976249913,1.7993770651972192
110,0.0,8.178123272756054e-05,4.1991847248803165,23.757591205264927,1.7884432335370462,0.8942216167685231,0.8942216167685231,4.824508891766751e-05,1.7884432335370462
114,0.0,-0.0007122255566129255,4.200012480335,23.51454265913581,1.7829230484252723,0.8914615242126361,0.8914615242126361,-0.00042048681025601997,1.7829230484252723
118,0.0,-0.0013924037619404293,4.1992373656547874,23.282413018265935,1.7730337158018288,0.8865168579009144,0.8865168579009144,-0.0008220789983299308,1.7730337158018288
122,0.0,0.0021374370347549054,4.1993957811187075,23.439367870877128,1.773037755078937,0.8865188775394685,0.8865188775394685,0.001263052031942072,1.773037755078937
126,0.0,-0.002221770796550931,4.1995786980260705,24.020578317587123,1.7678721106662054,0.8839360553331027,0.8839360553331027,-0.001311839465412073,1.7678721106662054
130,0.0,0.0018244735178706453,4.199546957512695,24.256086319320033,1.7623150704093087,0.8811575352046543,0.8811575352046543,0.0010772349988827001,1.7623150704093087
134,0.0,-0.0011914767893729942,4.194091469340824,23.99270220171187,1.7676172924938447,0.8838086462469223,0.8838086462469223,-0.0007020555842667492,1.7676172924938447
136,0.0,-0.00045823213989218625,4.200715235801255,23.828786239535976,1.762668359743147,0.8813341798715735,0.8813341798715735,-0.00027085046392438914,1.762668359743147
140,0.0,-0.0018000903475638933,4.1990980807180325,23.350512970732126,1.7517304870664143,0.8758652435332072,0.8758652435332072,-0.0010643100609511072,1.7517304870664143
144,0.0,-0.0004477130072591946,4.199398534411534,23.236214188565974,1.7418496047960008,0.8709248023980004,0.8709248023980004,-0.000264708138490999,1.7418496047960008
148,0.0,-0.0034615404296391016,4.199122915612965,23.214801785728056,1.7360913511847138,0.8680456755923569,0.8680456755923569,-0.002047819204710467,1.7360913511847138
150,0.0,-0.0015217240501563573,4.190409478081396,26.647373946169793,1.7936240148573608,0.8968120074286804,0.8968120074286804,-0.000895655637378616,1.7936240148573608
154,0.0,0.002858970104521588,4.199933846791869,25.700376529166363,1.7831890223273275,0.8915945111636637,0.8915945111636637,0.0016853342173874014,1.7831890223273275
158,0.0,0.00066510775353404,4.199365021329158,24.83618832123406,1.7673642076278957,0.8836821038139479,0.8836821038139479,0.0003924628983071708,1.7673642076278957
162,0.0,0.0011370679832107624,4.19902365945384,24.361616832363048,1.7570177850353066,0.8785088925176533,0.8785088925176533,0.0006717160541729926,1.7570177850353066
166,0.0,0.003127245831423531,4.199432142144215,24.019157444608588,1.7468706179837907,0.8734353089918954,0.8734353089918954,0.001848432754076108,1.7468706179837907
170,0.0,0.0011133741341426417,4.199640922827531,24.01966866535824,1.7417172507457144,0.8708586253728572,0.8708586253728572,0.0006586301265488751,1.7417172507457144
174,0.0,-0.002124453385458284,4.199305653118061,24.33608487469673,1.7364225056478186,0.8682112528239093,0.8682112528239093,-0.0012567302627919787,1.7364225056478186
178,0.0,-0.0027200652547321046,4.198949734540481,24.124280416630818,1.7263217239235826,0.8631608619617913,0.8631608619617913,-0.0016099147308044667,1.7263217239235826
182,0.0,-0.0023350166662866175,4.19834220599025,23.971565610462942,1.7158065389330133,0.8579032694665066,0.8579032694665066,-0.0013820149183102813,1.7158065389330133
186,0.0,-0.0032919405431907985,4.198995776266302,23.839327005970397,1.710533351135192,0.855266675567596,0.855266675567596,-0.0019498291480795327,1.710533351135192
190,0.0,0.00490119980676573,4.19916986492694,23.956923878018035,1.706014499648521,0.8530072498242605,0.8530072498242605,0.002903939660869918,1.706014499648521
194,0.0,0.0009466350236250774,4.199246833083063,24.465118009505925,1.7003110272642588,0.8501555136321294,0.8501555136321294,0.0005607504816688724,1.7003110272642588
198,0.0,0.004899013626111221,4.1992551886401595,24.267851748683743,1.6945798601797895,0.8472899300898947,0.8472899300898947,0.002904924047400803,1.6945798601797895
202,0.0,-0.002150449829958585,4.199610827671791,24.1464003948948,1.6849029086609286,0.8424514543304643,0.8424514543304643,-0.001275141680228273,1.6849029086609286
206,0.0,-0.0032975255055147203,4.1994453812630566,23.93565216301482,1.6744741591159717,0.8372370795579859,0.8372370795579859,-0.00195553019167559,1.6744741591159717
210,0.0,0.005933998461667336,4.198991968341307,24.08253541678387,1.6745692479879102,0.8372846239939551,0.8372846239939551,0.0035217064557454074,1.6745692479879102
214,0.0,-0.0008624725143222367,4.197785116892181,24.428816535813286,1.663716375981405,0.8318581879907025,0.8318581879907025,-0.0005115944039230031,1.663716375981405
216,0.0,-0.004126021784944128,4.201331130571617,24.3288116844709,1.659013868748246,0.829506934374123,0.829506934374123,-0.0024489095326902595,1.659013868748246
220,0.0,-0.0003265708412358492,4.199339974904826,24.13396954428516,1.6538540573335014,0.8269270286667507,0.8269270286667507,-0.00019404389210307,1.6538540573335014
224,0.0,-0.00146167565977396,4.198916244859707,23.980294072799666,1.642653782130131,0.8213268910650655,0.8213268910650655,-0.0008682534095920693,1.642653782130131
228,0.0,-0.0013078063273911263,4.198537488587242,23.975074779018822,1.6378578430223698,0.8189289215111849,0.8189289215111849,-0.0007774591400400152,1.6378578430223698
232,0.0,0.0003975082052715449,4.198943932259475,24.038398340905246,1.6327350407099108,0.8163675203549554,0.8163675203549554,0.00023635734454286787,1.6327350407099108
236,0.0,-0.002014682350405814,4.199579806494986,24.08228910360418,1.6277528915533617,0.8138764457766808,0.8138764457766808,-0.0011988501307885749,1.6277528915533617
240,0.0,-0.0006652624807247648,4.198782234828033,24.043611031076775,1.622125485521159,0.8110627427605795,0.8110627427605795,-0.000396070666529313,1.622125485521159
244,0.0,0.0010876117348046501,4.19910517813207,24.00795354679432,1.6113256603765849,0.8056628301882924,0.8056628301882924,0.0006471244871519488,1.6113256603765849
248,0.0,-0.00681788614451068,4.198510853141954,23.99346277596251,1.6065631397488385,0.8032815698744192,0.8032815698744192,-0.004059637876375304,1.6065631397488385
252,0.0,-0.0019442750784626679,4.198732430468704,23.98660963888346,1.6015142233917594,0.8007571116958797,0.8007571116958797,-0.0011587043837504904,1.6015142233917594
256,0.0,0.00046307937022988167,4.198799630396931,23.92821519902996,1.590369231400328,0.795184615700164,0.795184615700164,0.0002758237764859091,1.590369231400328
260,0.0,-0.002616785543164783,4.198753541225669,23.878754027011194,1.5857889968242211,0.7928944984121106,0.7928944984121106,-0.0015601040762412788,1.5857889968242211
264,0.0,-0.003732178429836001,4.200309982421394,23.91102327504336,1.5849430707374117,0.7924715353687058,0.7924715353687058,-0.0022279925261067964,1.5849430707374117
266,0.0,-0.0027233905589956597,4.201124089732316,24.472949639670766,1.5955263892495937,0.7977631946247968,0.7977631946247968,-0.0016234856826313714,1.5955263892495937
270,0.0,0.0009448323951727507,4.198150316653697,23.823313591520908,1.5747301747801037,0.7873650873900518,0.7873650873900518,0.0005635667999561048,1.5747301747801037
274,0.0,0.00017647138281694352,4.198524048997099,23.405971076202263,1.5649019950937946,0.7824509975468973,0.7824509975468973,0.00010535695558939528,1.5649019950937946
278,0.0,-0.00042637667996507867,4.198840869468569,23.506583211337613,1.5597659473370362,0.7798829736685181,0.7798829736685181,-0.0002546804244682024,1.5597659473370362
282,0.0,-0.0022932880319585574,4.198119631667182,23.986241979219916,1.5594815668184234,0.7797407834092117,0.7797407834092117,-0.001370150489846698,1.5594815668184234
286,0.0,0.001526910905511744,4.198320288264955,24.332016492731967,1.55468935359061,0.777344676795305,0.777344676795305,0.0009120057905752365,1.55468935359061
290,0.0,-0.0020843610710276415,4.1980467610750285,24.21167795659843,1.5488741079890418,0.7744370539945209,0.7744370539945209,-0.0012461301132182633,1.5488741079890418
294,0.0,-0.002179636684193142,4.199047008209673,24.000428061078125,1.538236598942558,0.769118299471279,0.769118299471279,-0.0013034127115544752,1.538236598942558
298,0.0,-0.0009351231872496938,4.197669918520713,23.66809609847637,1.527914258251028,0.763957129125514,0.763957129125514,-0.0005592617246587613,1.527914258251028
302,0.0,-0.00451226351094414,4.197600624105256,23.85390035974786,1.5285252629756445,0.7642626314878223,0.7642626314878223,-0.0027006584047791667,1.5285252629756445
306,0.0,-0.00023634320849296163,4.197985718630326,24.243768997381085,1.522647325284378,0.761323662642189,0.761323662642189,-0.000141294310184044,1.522647325284378
310,0.0,-0.005685695682190599,4.198164128530042,24.30453859448875,1.5174859938489869,0.7587429969244934,0.7587429969244934,-0.003399915464961269,1.5174859938489869
313,0.0,-0.00443058881530943,4.222920057935785,24.116835091267607,1.605818899130659,0.8029094495653295,0.8029094495653295,-0.0026559973882090996,1.605818899130659
316,0.0,-0.0030127602786096997,4.200423045909808,24.72670353176169,1.5638491446744425,0.7819245723372212,0.7819245723372212,-0.0017994327256422786,1.5638491446744425
320,0.0,-0.004418560761479715,4.198372063670128,24.73538913848975,1.5480915247767786,0.7740457623883893,0.7740457623883893,-0.002639971554593769,1.5480915247767786
324,0.0,-5.876385637750972e-05,4.198353213898968,24.501974007826995,1.5323755631868592,0.7661877815934296,0.7661877815934296,-3.509271312130734e-05,1.5323755631868592
328,0.0,-0.0018734666059240527,4.197873789078739,24.266143541114122,1.5269528268489705,0.7634764134244852,0.7634764134244852,-0.0011208516379247783,1.5269528268489705
332,0.0,0.0004012028792378702,4.197955644238241,24.1488106351578,1.5169573017136326,0.7584786508568163,0.7584786508568163,0.0002399743962809091,1.5169573017136326
336,0.0,-0.0034667657808078478,4.197918434710392,24.208608644018938,1.5118975960142693,0.7559487980071347,0.7559487980071347,-0.002074991371724841,1.5118975960142693
340,0.0,-0.0015236194927525008,4.197739340034368,24.228213693022468,1.5065638960681105,0.7532819480340552,0.7532819480340552,-0.0009120923634211623,1.5065638960681105
344,0.0,-0.00010156250854926672,4.19785490446139,24.259335333982396,1.5015453526671363,0.7507726763335681,0.7507726763335681,-6.084178944274912e-05,1.5015453526671363
348,0.0,-0.001987803676057589,4.197306756122815,24.228985806758885,1.4908444050400238,0.7454222025200119,0.7454222025200119,-0.0011896238065230232,1.4908444050400238
352,0.0,-0.004003622923902101,4.197528212001444,24.27409668200787,1.485868384561201,0.7429341922806005,0.7429341922806005,-0.0023967326219190323,1.485868384561201
356,0.0,0.0011188537018346392,4.19743662221161,24.263811999299513,1.480413677976106,0.740206838988053,0.740206838988053,0.000670104437911766,1.480413677976106
360,0.0,-0.004486251422386873,4.197717228550219,24.253757559853845,1.4752095869031632,0.7376047934515816,0.7376047934515816,-0.0026879401993444452,1.4752095869031632
364,0.0,-0.000581161543840613,4.192454851360723,24.344257833007873,1.4859035988304024,0.7429517994152012,0.7429517994152012,-0.0003482463704289946,1.4859035988304024
367,0.0,-0.003748791777689786,4.202845001527377,25.05822714016358,1.4960918298136696,0.7480459149068348,0.7480459149068348,-0.002246571318890776,1.4960918298136696
371,0.0,-0.0034014192391200763,4.197952808231904,24.85067433400367,1.4808005946928984,0.7404002973464492,0.7404002973464492,-0.0020390078862984246,1.4808005946928984
375,0.0,-0.0025466834751663985,4.198017952345714,24.688453043463287,1.4697543268466824,0.7348771634233412,0.7348771634233412,-0.0015265656676968179,1.4697543268466824
379,0.0,-0.0006100749254884312,4.192162800008929,24.444236533813477,1.4539012274845928,0.7269506137422964,0.7269506137422964,-0.00036571523385123494,1.4539012274845928
383,0.0,-0.0004798042286805065,4.196993378341778,24.382815275144992,1.4541462067235693,0.7270731033617847,0.7270731033617847,-0.0002877451359131282,1.4541462067235693
387,0.0,-0.0005558072349160449,4.197603515102162,24.71534698579929,1.455023751906683,0.7275118759533415,0.7275118759533415,-0.0003336676912775052,1.455023751906683
391,0.0,-0.00018174761469585951,4.196406678544622,24.851431185422516,1.449042163761236,0.724521081880618,0.724521081880618,-0.0001090830096974792,1.449042163761236
395,0.0,-0.0023177023013478295,4.197098662004674,24.593120256300985,1.4386709371480566,0.7193354685740283,0.7193354685740283,-0.0013906194876364198,1.4386709371480566
399,0.0,0.000311911509149949,4.196909312093871,24.385017614303333,1.433445432156979,0.7167227160784895,0.7167227160784895,0.00018723928054607277,1.433445432156979
403,0.0,-0.0030855282897445588,4.197105220217278,24.645152954522295,1.4333958900838095,0.7166979450419048,0.7166979450419048,-0.0018538146197777505,1.4333958900838095
407,0.0,-0.001043296624027817,4.196244829545076,24.932873139487384,1.42806487344776,0.71403243672388,0.71403243672388,-0.0006262215108953231,1.42806487344776
411,0.0,-0.0026043659488016826,4.1968026018066595,24.804993137086292,1.4229203181741186,0.7114601590870593,0.7114601590870593,-0.0015640068459787362,1.4229203181741186
415,0.0,-0.003723171086375212,4.196227405416926,24.578577776974136,1.417429032731308,0.708714516365654,0.708714516365654,-0.0022375235046731196,1.417429032731308
419,0.0,-0.00586791020794957,4.196558172556389,24.357810301716302,1.412409228794446,0.706204614397223,0.706204614397223,-0.003529043557482549,1.412409228794446
423,0.0,0.00013702983643256727,4.196870541112335,24.616751003686066,1.412578792940193,0.7062893964700965,0.7062893964700965,8.245403349045129e-05,1.412578792940193
427,0.0,-0.0011321848227625702,4.196795527524874,25.029278052079956,1.4075983731469897,0.7037991865734948,0.7037991865734948,-0.0006803488019792262,1.4075983731469897
431,0.0,-0.0020457588547026224,4.189287343772767,25.159494190646395,1.4333920485221476,0.7166960242610738,0.7166960242610738,-0.001227274936900605,1.4333920485221476
433,0.0,-0.004253898389759743,4.201144545237731,25.21215090210571,1.4382550176792908,0.7191275088396454,0.7191275088396454,-0.0025562655275343476,1.4382550176792908
437,0.0,-0.0035714174928590746,4.196925753814179,24.852009021918743,1.4173547174485526,0.7086773587242763,0.7086773587242763,-0.0021450211723965996,1.4173547174485526
441,0.0,-0.0012993452478782576,4.196901090271507,24.475953784901723,1.406981663677643,0.7034908318388216,0.7034908318388216,-0.0007809079734724225,1.406981663677643
445,0.0,-0.0020447392506862732,4.196688955833435,24.345219404030782,1.4012037783587625,0.7006018891793813,0.7006018891793813,-0.0012298918215470495,1.4012037783587625
449,0.0,-0.0022597676929503097,4.196339302740304,24.326630542911904,1.3967008232726328,0.6983504116363164,0.6983504116363164,-0.0013597674485757378,1.3967008232726328
453,0.0,0.0001462777060492702,4.196181412764837,24.280281649900346,1.391284788852726,0.695642394426363,0.695642394426363,8.80503868368305e-05,1.391284788852726
457,0.0,-0.0012989468563685234,4.195770804194879,24.239023397259928,1.3862287677978349,0.6931143838989174,0.6931143838989174,-0.0007821833257221378,1.3862287677978349
461,0.0,-0.0004390472010894948,4.195456241846729,24.12349712975845,1.3804366761974138,0.6902183380987069,0.6902183380987069,-0.0002644125918761686,1.3804366761974138
465,0.0,0.001552907488759494,4.19654355365607,24.053006415445992,1.3752364150256224,0.6876182075128112,0.6876182075128112,0.0009353531648848007,1.3752364150256224
469,0.0,-0.0023492524050638553,4.194357133255019,24.06286320276633,1.3705128024895008,0.6852564012447504,0.6852564012447504,-0.0014156774909418583,1.3705128024895008
473,0.0,-0.0035323738644654056,4.195863681881766,24.086387020526896,1.3705085566270399,0.6852542783135199,0.6852542783135199,-0.00213045322682637,1.3705085566270399
477,0.0,-0.0024410973080125037,4.1955845546644195,24.009281472194747,1.3647355108681518,0.6823677554340759,0.6823677554340759,-0.001472128756254261,1.3647355108681518
481,0.0,0.0023505638634883142,4.186574613062876,24.719545529723796,1.375392016895762,0.687696008447881,0.687696008447881,0.0014128866804718771,1.375392016895762
483,0.0,-0.002507389725719462,4.200346502821317,24.843079939814473,1.3861115151535393,0.6930557575767696,0.6930557575767696,-0.001509438889492452,1.3861115151535393
485,0.0,5.250370937290936e-05,4.1981749992980655,24.581003847390768,1.3698500035838939,0.6849250017919469,0.6849250017919469,3.161635540630533e-05,1.3698500035838939
489,0.0,-0.00026084692185307393,4.195715092938243,24.340286688400784,1.3647827949260758,0.6823913974630379,0.6823913974630379,-0.00015730154058952536,1.3647827949260758
493,0.0,-0.006175418265897041,4.195755769877104,24.03013803682012,1.3543220466259964,0.6771610233129982,0.6771610233129982,-0.0037214081392147116,1.3543220466259964
497,0.0,-0.005637124706464387,4.195911764444989,24.401718287950963,1.3546417018378962,0.6773208509189481,0.6773208509189481,-0.0033980582410725736,1.3546417018378962
501,0.0,0.002158828117643159,4.195824004004723,24.647812199908287,1.3547039213192407,0.6773519606596203,0.6773519606596203,0.0013021519722649511,1.3547039213192407
505,0.0,-0.0010362199823789832,4.196258226051591,24.40715882292003,1.349314997503458,0.674657498751729,0.674657498751729,-0.00062536145132439,1.349314997503458
509,0.0,-0.0033491608436626717,4.196612664794988,24.071743981632668,1.3441891937970554,0.6720945968985277,0.6720945968985277,-0.002023265988619833,1.3441891937970554
513,0.0,0.00042472455125923284,4.195850781215982,23.873389284419225,1.3389913790695755,0.6694956895347878,0.6694956895347878,0.0002565890165142022,1.3389913790695755
517,0.0,-0.0021156621548648565,4.1960023929619235,24.1748787384492,1.3389145230206971,0.6694572615103486,0.6694572615103486,-0.0012778866293420637,1.3389145230206971
521,0.0,-0.0015204670284324447,4.196207586734141,24.28632352426044,1.3340066759761655,0.6670033379880828,0.6670033379880828,-0.0009178875269285107,1.3340066759761655
525,0.0,-0.0011152567417503994,4.195534582569042,24.01310273031714,1.3286444309174914,0.6643222154587457,0.6643222154587457,-0.0006737772872974767,1.3286444309174914
529,0.0,-0.003449054542246631,4.1957439573980455,23.715060546682704,1.3231708992276219,0.6615854496138109,0.6615854496138109,-0.002084383755609819,1.3231708992276219
533,0.0,0.001025667909369793,4.19586805747139,23.57702261502623,1.3181691588445197,0.6590845794222598,0.6590845794222598,0.0006196434040379472,1.3181691588445197
537,0.0,-0.0021256198928303553,4.195347750909715,23.959878308016872,1.3184664436640334,0.6592332218320167,0.6592332218320167,-0.0012835622275567836,1.3184664436640334
541,0.0,-0.0015553044571721686,4.196065828878837,23.967802824849826,1.318293040102702,0.659146520051351,0.659146520051351,-0.0009403302035372673,1.318293040102702
545,0.0,-0.00024248069736506464,4.184534803011309,23.59435393515375,1.323872422244268,0.661936211122134,0.661936211122134,-0.000146310309452591,1.323872422244268
548,0.0,9.683399988467804e-05,4.201240476440081,24.237681569505874,1.3601216766554785,0.6800608383277392,0.6800608383277392,5.850616487257109e-05,1.3601216766554785
552,0.0,-0.0009213388038717729,4.195703567262997,24.167374158398008,1.3395306867947354,0.6697653433973677,0.6697653433973677,-0.000556067393688122,1.3395306867947354
556,0.0,-0.002229661311720196,4.195744519551191,23.987394863111092,1.3290286565120697,0.6645143282560348,0.6645143282560348,-0.0013457414764727336,1.3290286565120697
560,0.0,-0.0015853742292519903,4.196363050482315,23.876504321833462,1.3236741274998955,0.6618370637499478,0.6618370637499478,-0.0009573331731391611,1.3236741274998955
564,0.0,0.0005044117258712976,4.1957929878569455,23.800482246729,1.318633896753293,0.6593169483766465,0.6593169483766465,0.00030475565139426706,1.318633896753293
568,0.0,-0.0036731750831835636,4.195797286482793,23.75244046991811,1.3134751321324272,0.6567375660662136,0.6567375660662136,-0.0022188606572372373,1.3134751321324272
572,0.0,0.001241984696238251,4.196349384378125,23.770683336009036,1.3132020634442203,0.6566010317221102,0.6566010317221102,0.0007510624956865714,1.3132020634442203
576,0.0,-0.002826990106776971,4.195609431921248,23.69874029857621,1.3077959946944353,0.6538979973472177,0.6538979973472177,-0.0017090609828010637,1.3077959946944353
580,0.0,-0.0022930101617346962,4.195339917236225,23.681325932299053,1.3030329186405918,0.6515164593202959,0.6515164593202959,-0.001385856354355043,1.3030329186405918
584,0.0,-0.0012619970357437612,4.1954020570061195,23.75348711820252,1.3033573559038205,0.6516786779519103,0.6516786779519103,-0.0007633239314853964,1.3033573559038205
588,0.0,-0.0008797801261589674,4.195685302232799,23.791068115787706,1.3034100438655642,0.6517050219327821,0.6517050219327821,-0.0005326734410674368,1.3034100438655642
592,0.0,-0.0005753449741509675,4.195561297751176,23.837597031961703,1.2978870806495706,0.6489435403247853,0.6489435403247853,-0.00034803772773410674,1.2978870806495706
596,0.0,-0.002348877612773021,4.196066962029683,23.75127102411842,1.2980735056918902,0.6490367528459451,0.6490367528459451,-0.001422630895949572,1.2980735056918902
600,0.0,-0.0031723450500138113,4.196640912532072,23.741424141669572,1.293463613844243,0.6467318069221215,0.6467318069221215,-0.0019202852279650376,1.293463613844243
604,0.0,-0.005227006197317806,4.1956235749123225,23.80397851847974,1.288003392619118,0.644001696309559,0.644001696309559,-0.0031613800057117094,1.288003392619118
608,0.0,-0.0005545264293171212,4.195862008850563,23.849121770252687,1.2874525221379407,0.6437262610689704,0.6437262610689704,-0.000335570584953871,1.2874525221379407
612,0.0,-0.0038126960802469414,4.18482689434833,24.93410482186201,1.3090153642307354,0.6545076821153677,0.6545076821153677,-0.0022983503325687796,1.3090153642307354
614,0.0,-0.0008565579794345959,4.201968615940368,25.09329713312876,1.3250793286429356,0.6625396643214678,0.6625396643214678,-0.0005178044213897489,1.3250793286429356
